KHC,Date
63.40217208862305,2017-07-20 00:00:00-04:00
63.59405517578125,2017-07-21 00:00:00-04:00
63.63834762573242,2017-07-24 00:00:00-04:00
64.52405548095703,2017-07-25 00:00:00-04:00
64.7011947631836,2017-07-26 00:00:00-04:00
65.0923843383789,2017-07-27 00:00:00-04:00
64.68643188476562,2017-07-28 00:00:00-04:00
64.5535888671875,2017-07-31 00:00:00-04:00
63.97048568725586,2017-08-01 00:00:00-04:00
64.11811065673828,2017-08-02 00:00:00-04:00
63.852394104003906,2017-08-03 00:00:00-04:00
63.96311569213867,2017-08-04 00:00:00-04:00
64.22882080078125,2017-08-07 00:00:00-04:00
63.59405517578125,2017-08-08 00:00:00-04:00
63.81547927856445,2017-08-09 00:00:00-04:00
63.39478302001953,2017-08-10 00:00:00-04:00
63.822879791259766,2017-08-11 00:00:00-04:00
64.22882080078125,2017-08-14 00:00:00-04:00
64.02213287353516,2017-08-15 00:00:00-04:00
64.30838012695312,2017-08-16 00:00:00-04:00
63.27499008178711,2017-08-17 00:00:00-04:00
62.814048767089844,2017-08-18 00:00:00-04:00
62.85866165161133,2017-08-21 00:00:00-04:00
63.23039245605469,2017-08-22 00:00:00-04:00
63.00734329223633,2017-08-23 00:00:00-04:00
61.55763244628906,2017-08-24 00:00:00-04:00
61.4089241027832,2017-08-25 00:00:00-04:00
61.06693649291992,2017-08-28 00:00:00-04:00
60.546512603759766,2017-08-29 00:00:00-04:00
60.910823822021484,2017-08-30 00:00:00-04:00
60.033546447753906,2017-08-31 00:00:00-04:00
60.107887268066406,2017-09-01 00:00:00-04:00
60.33091735839844,2017-09-05 00:00:00-04:00
60.464759826660156,2017-09-06 00:00:00-04:00
60.561405181884766,2017-09-07 00:00:00-04:00
60.75469207763672,2017-09-08 00:00:00-04:00
61.37176513671875,2017-09-11 00:00:00-04:00
61.09667205810547,2017-09-12 00:00:00-04:00
60.89595031738281,2017-09-13 00:00:00-04:00
60.42757797241211,2017-09-14 00:00:00-04:00
60.539093017578125,2017-09-15 00:00:00-04:00
60.51679229736328,2017-09-18 00:00:00-04:00
60.09302520751953,2017-09-19 00:00:00-04:00
